video link,video views,uploaded date,comments,likes,dislikes
https://www.youtube.com/watch?v=mcy2dQ3v6R4,"17,746 views","Jan 31, 2019","[""Ready to get into your own career in analytics? I've written an extensive guide to building the right skills and finding a data analyst job that's a great fit for you: http://bit.ly/TCFDataAnalyst"", 'Thanks for watching! Do you have any questions on the differences between data scientists and data analysts?', ""You've been a lifesaver! Thank you! Much appreciated."", ""Hey I really loved your advice. I'm confused about JOB title. I have experience in PYTHON (Libraries   NumPy,Pandas,and Matplotlib), Excel,Tableau, R programming language, also SQL. \nMY QUESTION IS  what title should i choose ( Data Scientist , Data Analyst, Database developer) ?"", 'Thank you for making and uploading this! Really clear and helpful how you showed the difference! :)  \nAppreciate it!', ""Great video thanks for clarifying between data analyst and data reporting analyst. Haven't seen anyone else do that."", ""I'm finishing a degree in pure mathematics and Statistics, is it possible to be a Data Scientist?"", 'front minute 0:28 to 0:31 what does she say? before the Word (back)', ""I don't have knowledge of computer but graduate in mathematics physics.\nIs it be difficult for me to enter into this field?"", 'Studying BA economics and computer science ..is it possible??']",311,7
https://www.youtube.com/watch?v=a1gjfSpSoo0,201 views,"Jul 23, 2020",[],17,2
https://www.youtube.com/watch?v=1C8DSkbYkWY,"32,983 views","Sep 16, 2019","['Black circles indicate you have been putting a lot of time into these videos. Thank you from an DS aspirant.', 'Hi, can you post a video with the differents salaries of machine learning, deep learning, artificial intelligence, data science and business intelligence?', 'I am having 6 years of experience in automation testing wanted to switch to data science is it possible to switch to data science for me now if yes how', 'After Masters in Data Science , how much does a person can expect a salary in India', 'sde : 3 to 5 lpa\ndata scientist : 3 to 7 lpa', 'Software engineers at these tech  giants are also making around 10 lpa. \nIt finally boils down to your interest what you want to be. \nBy the way, U r doing a great work 👍😊', 'How about the salary expectations for a person switching from some careers in IT say, production support or compliance to Data sciencist', 'Hi ur videos are amazing helped me understand concepts easily, one request from my side can u please make videos on generalized linear regression and how to implement it using python', 'Sir could please tell us \nWhat are the skills required for software engineer entry level position', 'Make video on what is Different between Data Analysis, Data scientists and ML Engineer']",828,43
https://www.youtube.com/watch?v=-hk6nYLTTWk,"12,386 views",,"['For those asking for the link...\nhttps://towardsdatascience.com/dont-become-a-data-scientist-ee4769899025', 'Reminds me of what a professor told the class: ""Jeez! You don\'t need a PhD in linguistics before you write a novel.""', 'Kaggle isn’t like leetcode or code wars. Kaggle is a site where companies give problems and put up real money, sometimes >$100k to solve those problems using data.', 'No offense intended, but I don’t think you should consider yourself qualified to talk about data science if you came across the term “Kaggle competitions” for the first time while making this video 😉', ""Why didn't i receive a notification for this live stream !\nEven if I'm busy studying, I won't miss your lives :)"", 'Hi! My opinion is instead to be a data scientist, to be a software engineer with data science skills. Data science is a skill that will help you to give to your project some good and nice abilities.', ""20:57...He's just a baby! \nMe: Started in 2019.... OK...I'm not yet born 😊"", '""So when you run across a problem you\'re gonna \'oh I can do that with Python and this module\' or \' this is better done with PHP and Arabelle\' and \'this is something I should never do with Ruby\'"". lol', 'Data scientist has hype now, but ruby is always hype in this channel, Thanks For Jokes Stef #lol', 'I worked at a mid-size tech company building internal tools, some of which required some heavy number-crunching. I did webdev/dataviz, my partner handled the data science.\n*\nAt least in my experience, the ""data scientists"" were the first software guys on the chopping block when business turned down. It was always cheaper to find or train someone internally to whip up automated data collation and visualization tools. Knowledge of databases are most of this job anyways and any respectable software engineer already has that in spades - most of what passes for ""data science"" is some queries, basic math, and D3 visualization.']",440,10
https://www.youtube.com/watch?v=Sc5FFY-IVDQ,"39,763 views","Mar 21, 2013","['This is a good resource for analytics courses, still applicable in 2020.']",255,3
https://www.youtube.com/watch?v=doLXHVBbknw,"1,748 views","Jul 17, 2020","['Me encanta el canal. Estoy en el curso básico en Rstudio, me ha encantado!', 'Excelente comparación, yo me enganché a primera vista con el R y Rstudio. Bastante integrado a la estadística.', 'Harás algún tutorial pronto sobre cómo instalar python? Chévere!', 'En otro canal dijeron que Phyton es como Superman y R es como Batman, interesante analogía ;)', 'Gracias Rafa. Como siempre, pertinente tu video.', 'Excelente vos. Saludos desde Guatemala.', 'Excelente, a pesar de ser estudiante, me puse a pensar cuando vi tu encuesta y la verdad yo respondí la tercera opción. Yo estoy terminando Python y cuando vi R me encantó pero no los podía poner uno encima del otro, creo que se complementan. Siguiendo tus videos creo que las gráficas son un poquito más sencillas de usar y manejar en R. Igual cada lenguaje que sumen', 'Excelente video, muchas gracias', 'R es un poco mas amigable para el tratamiento de datos, por lo que estoy viendo, pero las librerias de modelado de python si llaman mucho la atención.']",190,0
https://www.youtube.com/watch?v=sNiQXszVr9Y,"20,580 views","Sep 9, 2017",[],312,9
https://www.youtube.com/watch?v=qrhRfPY4F4w,"172,397 views","Jul 19, 2017","['The conclusion inspired me – ""Big data needs big brains; big data needs the curious brains of an artist to make a difference."" – Jose Miguel Cansado', ""From so many different speakers / videos I've watched, I came to realize that , daring curiosity is the fundamental drive to everything that differentiate yourself from the crowd and AI. \n\nBut sadly , curiosity is difficult be trained or learned. it often comes inherently as a character and will remain as a character , though this character can be incredibly fragile to be destroyed in normal education systems filled with exams and tests."", 'Loved it....\nCuriosity for emotions drives empathy,\nCuriosity for ideas drives imagination\nCuriosity for solutions drives creativity', 'Data is your canvas. Math is your brush. \n\n\nYes, we said it.', 'This guy talks like a poet. Great talk!!!', 'powerful!', 'who would imagine data scientist in lab coats?!', 'Good speech to link humanity into technology.', ""I'm last lol."", 'thank you for this <3']",2.1K,133
https://www.youtube.com/watch?v=3oHJYDcfYW0,914 views,Premiered 13 hours ago,"[""Sir i didn't got the result for just writing 'my number'after assigning it's value... please help me"", 'Great Contents!!! Thank you so much!!!', 'I wan to learn data science full from scratch \nThe course of 80 hours will be of instructor led???', 'how to create cloudbook ..what i want to put in notebook', 'good and impressive session', 'great way of teaching']",72,0
https://www.youtube.com/watch?v=BeLj5DBp-84,"397,977 views","Jul 7, 2020","['It’s pretty bad when scientific data is being manipulated by politics', ""Just because schools reopen doesn't mean parents will send their children."", 'Brave woman. Most just fold for the paycheck, not her.', 'Rebecca is a hero. I wish we had more people like her in charge instead of the lying, self-serving elitist politicians that are engaged in a political eugenics campaign against their fellow Americans.', ""Literally everything is manipulated. We have to search for the truth everytime we're told something."", 'Thumbs up for Rebekah. She lost her job but she is a real patriot.', ""This Woman is going to be RICH$$!! I can already smell the Lawyer's banging down her door to represent her WRONGFUL TERMINATION LAWSUIT'S!!!  LMFAO!  GOOD FOR YOU GIRL, FIGHT THE GOOD FIGHT!!"", ""I'm Floridian, & hey let's all get rid of our thermometers so we can pretend summer is comfortable too"", ""CBS: when are you hiring Rebekah Jones? She's perfect."", 'If I had a school-age child they would not be going to school.']",7.2K,511
https://www.youtube.com/watch?v=09S4h9Nce94,499 views,"Premiered Jun 30, 2020","['Thank you for sharing your knowledge regarding these FANG companies Jay!', ""Nice work Jay. Brother if you don't mind can you make a video on how to get a job as a machine learning engineer in FANG companies discussing the projects, resume and skillsets and what languages to learn etc. Pls do make make a video on this as there is no credible information regarding this anywhere. Thanks and keep up the great work brother.""]",27,0
https://www.youtube.com/watch?v=KUByrBWS2HU,"13,263 views","Apr 30, 2015",[],26,1
https://www.youtube.com/watch?v=5mCnQz3wwAY,"92,347 views","Oct 25, 2018","['If you like this video, please subscribe 🔔to our channel for more such videos on Data, Management and Technology.', 'Do you mean to machine learning doesnt encompasses maths & stats ?? I was referring to the diff bet data science & m.l 😂😂😂🤣🤣', ""Good video that gives information of what to learn to build one's career in Big Data / Data Science / Machine Learning"", 'sir can u help me   i like write code   which feild is best option for me  i learned some languages c,c++,java  and now m learning python   finaly i want job base on python', 'Is he speaking indian? what?', 'Thanks..A lot for the video', 'python is common in this diagram', 'hello, i only have good knowledge in dot net coding business logic and not he front end or latest technologies, i am good in programming, analytical skill and SQL too. what would be best for me to get a better job', ""What if you're not good in programming as well as data structures. But have a keen interest in technology? What career path should you choose then?"", 'Pre requisite of all 3 sounded same. No clear demarcation given.']",LIKE,DISLIKE
https://www.youtube.com/watch?v=J_2kCGmKP4o,"6,597 views","May 23, 2020","['Part 1: https://youtu.be/PFk8TfRulcQ\nInstagram - https://www.instagram.com/yudi.j \nTimestamps: \n01:07 – Coursework at George Mason University ', '""Do what you like to do"", it was on point! \nThe way Harshad explained each and every point was amazing! You guys are adding so much value to our lives. Convey my best wishes to Harshad :)  I\'m badly waiting for the next part of the video. ', ""I really love the way both of you are presenting facts and very lesser known tips are uncovered.... It's really hard to find such knowledge elsewhere.... You are Great Yudi bro❤️❤️... #SearchForValue... IG squad 💓"", ""Isn't Data Analyst a subset of Data Science... DS has a different syllabus right"", 'Hello Yudi- Just say yes or no. Would I be able to get admission based on this criteria like 54% in b.tech , work experience 5.5 as business analyst and GRE with ok marks. And college I prefer that university of south Florida for MS in MIS IN BA', 'We’ve heard my seen anyone giving so much information to us n he’s so so informative. He’s to\nthe point n know what he needs n what he needs to\nChoose. Great session. On point 💯. Thanks a ton,  Harshad.', ""We will watch bro even it's for an hour if the content is like this pretty awesome... Once again... Great video Yudi J.... A clear picture of what can be in each course of data analytics...."", 'Hey, YUDI thanks for delving this deep to the course work, was really helpful, getting to know about them.', ""Hey Yudi, I'm not here for criticizing you but please try to avoid keeping these 'shocking expressions or weird' thumbnails on educational purpose videos... It's really a bit uncomfortable to see you (thumbnail) that way when the content is so professional. But still you have my respect bro❤️"", 'YUDI take a bow.. I definitely owe it to you.. This video or content or whatever it is called THIS IS SOMETHING I HAD BEEN LOOKING FOR!! I am so thankful to you and Harshad as well for this information.. I have do so much of research but this video has taken to another level altogether.. THANK YOU is really small in front of what you r doing for us.. #keepsmiling ']",287,6
https://www.youtube.com/watch?v=bl1XSZy11vQ,"5,640 views","Nov 12, 2018",[],166,1
https://www.youtube.com/watch?v=lwgw6L-SD38,"81,052 views","May 8, 2018","[""So, have you taken the next step to become a Data Scientist?\nLet us know in the comment section below and please share your questions/ feedback, we'll have our experts answer it for you.\nThanks for watching the video. Cheers!"", 'Thank you so much...this is definitely a good career for me to go into.', 'I had a query ¿\nIs this Certification is considered or recognize for Data Science job ?', 'I  completed my graduation(Bsc computer science) in 2012 and I am intrested in learning data science ,machine learning and Artificial intelligence now after a long gap can I get job after long gap of 7 years', 'Whaoooo. This video is an eye opening for me. I have really being interested in Data Science but never knew how to start. I think I should know what to do first now....\nAnd how can Simplilearn help with Videos? Thanks.', 'Can I go for data scientist career path, if I have my specialisation in Finance?', 'Am amazed such a indespensible content i heard a min before ....tys buddy for the great stuff', 'How many years will take to become data scientist starting from these 7 skills', 'Thanks buddy.. great presentation', 'Thank you.']",1.5K,47
https://www.youtube.com/watch?v=xqO0KW3O9uU,"23,487 views","Dec 21, 2016","['Gracias por todas las lecciones William!', 'William es un increíble autodidacta y de verdad te anima a aprender cosas nuevas. No solo en temas increíbles de programación y datascience tambien en dominar otros idiomas o el pocker :p', ""Uhhh esto viene desde los años 70's , imagínense que tan avanzados están en Japón o Alemania. Ya han de hablar de leer y manipular las mentes."", 'Buen video, aquí hay mas contenido acerca del Data Science:  http://www.digitalrubik.com/big-data-que-es-data-science/', 'Y lo guapo que está <3', 'Estoy tomando su curso de DS. muy bien llevado. sin duda domina el tema y es amena su presentación. Gracias.', 'Willy!', 'Wa yo era un dios en matematicas pero desde que programo ya no lo toco para nada xc ahora tendre que aprender de nuevo', 'carrera computacion e informatica\n es dificil', 'wweee ni cerquita de lo que es DS.  Menos mal que no me morfe este humo.']",450,19
https://www.youtube.com/watch?v=gVQWZu6gB0Q,22 views,"Jul 24, 2020",[],1,0
https://www.youtube.com/watch?v=Dx2vG6qmtPs,"2,499 views","Jul 22, 2020",[],82,1
https://www.youtube.com/watch?v=4qZINLzwYyk,"16,725 views","Premiered Jun 5, 2020","['I had a great time speaking with Krish Naik and The Data Professor. Hopefully this conversation will lead to future collaborations down the road! In the comments,  please let us know what you thought of the conversation and if you would like to see more content similar to this. ', 'Probably this collaboration will lead to more collaboration and working with more people in the data science community..:)', '@Ken Jee, Thanks for organizing this. It was a great discussion. You forgot your name in the video title!', ""What's stupidity: the stupidity when you press dislike before you watching the video. Thanks for your effort guys and for those who pressed dislike go far away."", 'YouTube Nominated You For: \n\nCreator on the rise 😄 Congratulations', ""I feel like I'm camping out in front of a store on Black Friday morning waiting for it to open so I can snag that amazing deal I've seen being advertised all week! 😁\nCan't wait to see this video !!"", 'This is cool because you three were already are my go-to for data science tutorials, advice, and such.  Its like you already knew who I was subscribed to. I wonder if you can see who the common data science channels your viewers subscribe to for more interesting panel talks like these. It is also reassuring and exciting to see the upskilling journey I have ahead of me.', 'This guy looks like Cody Ko and Noel Miller combined', 'Krish Naik, Ken Jee and Data Professor are underrated and deserve more recognition than u know whoever is dominating the current programming domain on youtube(as a millionaire). Thanks alot for helping those who aspire to be a data scientist or similar', 'I watch all 3 of you so this is great.']",536,44
https://www.youtube.com/watch?v=Y_ZZv--OI0s,"187,655 views","Sep 19, 2018","[""1.  It's all about your pictures 2.  Puppy photos.  There I saved you 23 mins"", 'Thanks Joma, now call Data Scientist of P*rnHub.\n\nEDIT: Thanks for the likes. I hope Joma looks this. 😁', '“My first year on tinder I went on one date”\n\n“Well maybe you were just selective”', 'Information starts at 8:41', ""#1 don't be ugly"", 'Tinder is like two different apps for men and women', 'After  conferring with a data scientist, the data showed that my lack of success on Tinder could be attributed to a strong correlation between my face and ugliness.', 'Start of Video\n\nConclusion:\n- 99% of success is Photos', 'Am not a programmer but i have written hello world in a few different languages', '""I have friends"" \nJoma cries alone in a dark room after the interview']",3.3K,335
https://www.youtube.com/watch?v=JL_grPUnXzY,"43,179 views","Dec 9, 2019","['Data Scientist (n.): Person who is better at statistics than any software engineer and better at software engineering than any statistician.', 'Data science is the field of study that combines domain expertise, programming skills, and knowledge of mathematics and statistics to extract meaningful insights from data.', 'Data scientist is someone who knows real value of data. \nDS is process of churning the butter milk to get butter out of it.', 'Hello sir,\nAm saravanan,\nMy bro told to me learn data science \nAnd first I was watch your video ', 'Sir.. Dis Video is lit🔥💜\nI m studying in b.com 2nd year. I m weak in maths but good in statistics. Interested in data science.. What should I do..? Plz guide me', 'Data Science provide us a meaningful presentation of data from a huge heap of data. It is one kind of scientific procedure, combined with fields of statistics and computation to interpret data for decision making purposes.', 'sir i had seen u yesterday in live webinar on topic of how become a data scientist.. how should we follow the career ...(with krishna naik sir and two more peploe werer i dont exatcly his name but i would say that ur explaintion towards data science was mindblowing then i started to find ur youtube channel then finally i have founded )', 'Thank you for the things you share out here man =) I watched a lot of your videos and it helped me a lot and I AM A 100% SURE\n100% ACCURACY  that other people out there agree to what I am saying :) ', ""This is so interesting. I'm sure I would like to do this!😊"", 'Data scientist concept is old now people should call themselves Data doctors.. you bring your unhealthy data to us and we will make it healthy n fine']",697,7
https://www.youtube.com/watch?v=R89MRUskvJ4,"18,562 views","Jun 17, 2020","['Guys! This offer is valid for new coursera account, so create new account then you will get this offer 100%', 'I am requesting to provide courses based on Electronics and communication Engg related if possible because data science and all computer science programming would not worth for me..So plz look forward to it if possible.', 'you really great brother. I have completed all  courses and got professional certificate at free of cost. Thank you so much!!', 'Sir ""HOTEL MANAGEMENT"" se related koi certificate course bataye.  \nPlease....😃😃👍👍👍', 'One course with one account and 2nd second course with another account is that possible???', ""Sir really I'm be your fan now Bcz you have such a wast  knowledge about courses and certificates...\n\nKeep it up..."", 'Bro, I try it but shows only 7 days trial by your link!', 'Sir ,is this course content is similar to cognitive classes of IBM .if we have certified from cognitive class we need to do this course again .', 'Sir, please give free online course on IOT', 'Is there any Autodesk free course with certification ?']",689,57
https://www.youtube.com/watch?v=SbY1DhAgyGE,"28,750 views","Oct 17, 2018","['อายุ 30 แล้ว จบนิเทศศาสตร์มา ลงเรียนโทสายนี้ กว่าจะจบก็ 32 แบบไม่มีประสบการณ์งาน\n\nตลาดงานจะอ้าแขนรับผมไหมครับ แต่บอกตรงๆ ว่าสนใจจริงๆ', 'แล้วชาวบ้านจะรู้เรื่องไหมเนี่ย?', 'ส่งต่อความรู้นี้ให้ 9arm เลยครับ มาเป็นนักจัดหาข้อมูลกันเถอะ!!!', 'Sound ประกอบชื่อเพลงอะไรครับ', ""I'm not understand 😭😭"", 'ขอบคุณครับ สำหรับคลิปดีๆ', 'ครูให้ทำงาน?', 'ส่วนใหญ่ทำกันเอง', 'หิวข้าวจัง เย็นนีีกินอะไรดี', 'ง่วงนอนจัง ทำไงดี']",475,7
https://www.youtube.com/watch?v=O8NMTHYgqMo,"18,181 views","Premiered May 15, 2019","['Total conflict of interest. “You don’t need a college degree, but feel free to sign up to Skillshare with my affiliate link” Sure bud', 'I dont see how someone with an online course stands a chancw against someone with Computer Sciece/Stats/Econometrics', 'Not having a degree is the more difficult route, without a doubt.', 'No one will hire without college degree because data science requires heavy math (calculus and above)', ""Don't listen to this. He has a total conflict of interest."", '“Better odds than the lottery” that isn’t saying much', 'Interviewee has a voice like butter. That alone should be enough to take his course.', 'can you explain ""job satisfaction""?\n\naside from salary, you look at numbers on a monitor all day, there is very little creativity involved.', 'Matt you did it again. I needed this video because I’ve been studying python and SQL for the past month and looking for a bundle data science course because I’m very pleased with this video. Thank you!', '@\'3. 1415926535\' replied to something I wrote (and then deleted his reply): ""Mort Kebab Einstein was a professor. Richard Feynman too. And many other geniuses.""\n\nYou mean, the plagiarist and the bomb-maker? 1. They never added anything of value to the world. 2. The documented likelihood is that their elevation in academia was politically-inspired in-group preference and cheating (see the demographic statistics for the ivy league universities). Thanks for making my point: no dragons here.']",537,60
https://www.youtube.com/watch?v=MGnXMu9GFig,"214,956 views","Dec 13, 2018","['👌 Want to ace the Data Science Interview? Over 1000 Data Science Practice Questions with model solutions: https://bit.ly/30ul0nX', ""I'm using DataQuest and I can confirm that in the end of each module there is a project to do on real data, so basically yes, you're doing a lot of projects. and personally I like it"", 'If trying Udemy go for -> Machine Learning A-Z course in Python and R language.\n\nI am enrolled in it and it is a hidden gem in Udemy.', 'Man, thank you! Your content is really tremendous!', ""A hidden gem on Python on Udemy (with a little small overlap with data science) is Python Mega Course with Ardit Sulce. All project based. I'm finding it so great. Much better than anything else on Udemy IMO. I'll check out dataquest. Would like to do an in-person Bootcamp one day."", ""What about the Microsoft data science certification course on Edx? It looks really interesting from a beginner's prospective"", 'I don’t think there is an oblivious hierarchy there.\ndatacamp and Dataquest are practice focused, explanations of notions are short or text-only, while Udemy courses(the good ones)are video lecture focused, could be used a supplement of Dataquest/datacamp.', 'your videos are great I request you to please provide your review on courseraIBM Data Science Professional Certificate', 'hi !!\nplease make a video on best projects for a beginner Data Science portfolio!!!\nthank you!! your videos are helpful!!!', 'This video was posted in 2018. Would you have other more recent recommendations as well?']",7.8K,75
https://www.youtube.com/watch?v=XEMmb-e5f98,5 views,"Jul 24, 2020",[],1,0
https://www.youtube.com/watch?v=ne7OzhfNqk8,"6,902 views","Jun 26, 2020","['📌Following topics are covered in this video:\n01:04 - What is Statistics?\n\n03:05 - Why is Statistics importatnt?\n\n05:46 - Where is Statistics used?', 'This  company did not give me a refund when I requested it, despite me being fully entitled to one. I requested a refund from the online purchase days after I originally bought the course in error and I was told that I was not entitled to a refund, despite Consumer Contracts Regulations. I will be raising a formal complaint until I get my money back. Avoid this company at all costs.', 'I know one day I learn income strategy before engineering', 'Guys, what else do you want to learn from Intellipaat? Comment down below and let us know so we can create more such tutorials for you.', 'Is this video beneficial for a class 12 science student', 'First here.. Can you please make and upload a full fledged course on statistics for data analysis/data science and machine learning, which covers all the necessary topics?', 'Joo chaiye tha voo mil gyaa 😍😍 thanks you sooo much sir...  Bss algo pr maths me thodi problem aarhi thi ,  last machine learning video awesome thi 🔥🔥\nThanks you soo much sir🙏✌✌😍', 'Thanks intellipaat in your ML live session i request you to upload one video on ML maths and today you upload it. Really thanks for intellipaat', 'Is it only normal training or will there be project works regarding course', 'can you please some videos on applying ML algorithms on real time issues .']",228,10
https://www.youtube.com/watch?v=4SXv1YUejEk,420 views,,[],1,0
https://www.youtube.com/watch?v=C5JElgliTeE,"2,358 views","Aug 13, 2019","['Hi Jeffrey, This video has been really awesome and something which I have personally experienced while implementing the Projects related to Machine Learning. It gives me some good ideas which can be adopted or experimented in the Project Management for Data Analytics to get the best out of it. Thanks once again.', 'I’ve worked as a data analyst/scientist in an agile framework for a while, and i had the exact issues that you mentioned. Thanks for the insights!', 'Rigor and reproducibility is huge. This is going to be the next frontier....']",52,4
https://www.youtube.com/watch?v=0PB3rqOg9Tw,"9,744 views","Jun 8, 2020","['Sir please make the video on ""Data Analysis with Python"" and ""Data visualization with Python"" for certification of IBM free course', ""Thank you Sir, Sir im got the badge but have't received the mail of certificate"", 'How can I download my e-certificate ?', 'Yesterday I subscribed you....today I clicked the bell button...', 'Great article.I have also completed the course.Thank You very much', 'Sir can you make the video on algorithms of ibm', 'Questions for all module will remain same as you shown or there are different sets?', 'Thanks Sir. You are just awesome🙏🙏👌👌', 'Sir lab session is not getting open\nHelp me out please', 'Sir hm python ka pure course hu lekin certificate abhi tk nhi mila h kb milega']",510,7
https://www.youtube.com/watch?v=L_SZQKv5Cl0,"28,364 views","Nov 16, 2018","['Conheça os cursos online de data science da Udacity: http://bit.ly/2DpdX5M', 'Boa matéria. Existe um ramo científico que se beneficia muito dessa coisa de Data Science que é a Astronomia, principalmente a chamada Astronomia Planetária. As sondas fazem suas pesquisas por alguns poucos anos e enviam os dados para a Terra e os pesquisadores demoram, não raro, décadas para extrair informações como descoberta de exoplanetas (planetas fora do sistema solar), informações mais detalhadas de planetas do nosso sistema solar e informações sobre outros astros. Como os dados são muitos, em muitos projetos astronômicos a análise de dados é feita inicialmente por algorítimos computacionais e ainda há casos em que são testados programas de machine learning/inteligência artificial para ajuda em análises de dados.', '""Eu sou formado em economia"",cara era simplesmente o que eu tava procurando.\nExcelente entrevista!', 'Cursos online mudou a minha vida', 'Sensacional! Veio muito a calhar às minhas dúvidas! Obrigado!', 'Modelo linear de previsão de preço de diamante, meu primeiro projeto também em R graças a um curso da Udemy kk', 'Faz com o Reactjs', 'Quando eu vou receber o pagamento da propaganda?', 'E melhor fazer bacharelado ou tecnologo em ciencias de Dados ?', 'Como eu encontro os demais vídeos do assunto no canal?\nJá procurei nas playlists, mas não achei']",1.8K,48
https://www.youtube.com/watch?v=MpLHMKTolVw,"369,887 views","May 17, 2019","[""ooof. all the science in the world couldn't stop Kawhi in that series"", 'What’s the percentage of Ben Simmons developing a jumper??', 'She has a better jump shot than the sixers star point guard. Lol', 'She has the perfect dream career!', ""After  2   weeks of study, the 10-man analytics team presented their result to the coaching staff. Simmons can't make a three."", ""She's probably paid more than most WNBA players..."", 'great content Bloomberg!! As a current PhD student who works in Data Science and is a huge huge sports fan, this video really inspired me! THANK YOU !!', ""I don't know why she would doubt herself getting the job, she seemed like the ideal candidate. Gender aside, how many math majors also played D1 basketball?"", 'Ivana is living the dream! From Croatia to the NBA 🙌🏽', 'I bet her data says, get rid of Ben Simmons.']",10K,302
https://www.youtube.com/watch?v=zdc2v-D7Rmg,"38,978 views","Nov 9, 2018",[],51,2
https://www.youtube.com/watch?v=Bl2sBiVdZHs,"54,945 views","Jul 17, 2019","['""deita"" :v', 'No esperes obtener las habilidades y conocimientos que requiere un data scientist con un curso en línea. Se necesita una base fuerte de conocimientos de estadística, algebra lineal, lógica y machine learning, además de saber programar, y para adquirir esta base tienes que consultar decenas de libros y cursos. En pocas palabras, no te conformes con lo que Platzi te da.', 'Còmo ha usado platzi el data science ?', 'Entré al link y me dio error, tal vez les interese revisar el link! Saludos!', '3.52 minutos y me parecio una eternidad... solo Freddy puede hacer que 30 minutos se vayan rápido', ""Quiero ser Data Scientist :'v"", 'Saludos. Primer comentario. Siempre atento Platzi', 'Que le pasó señor Freddy? :o Se ve diferente', 'Suena muy parecido a la inteligencia epidemiológica. En cuanto termine mis estudios  haré este curso, seguro que me irá muy bien.', 'Muy interesante, justo ahora estoy tomando un curso de Machine Learning y los primeros módulos tratan sobre el manejo de datos, estos son los fundamentos del Machine Learning.']",1.6K,45
https://www.youtube.com/watch?v=3BRLGRqj8ps,"104,298 views","Nov 3, 2015","['This is amazing because it took me a long time to learn everything he is giving in a 30 min speech... no one gave me this knowledge, i had to seek it myself. The audience should count themselves lucky.', ""Great video, although, contrary to the title, there is little about the interview itself. It's more about job search and getting to the interview. Then there is one interview experience with SQL (yes, SELECTs are easy, but SQL can get deeply abstract and difficult!!!). Anyhow, thanks again."", 'Amazing speech! Thank you!', 'This is like getting the best Search Career Advice when your Universities Career Team is lacking in placement priority.', 'I have one question for you. How do you negotiate the pay (salary)? Thanks', 'Really well done!', 'Thanks, Kamradt. Really helpful.', 'Thanks for posting this! Would you happen to know how many candidates do companies interview for each post?', '""So...so...so...so...""', 'Great video, thank you very much for sharing']",2K,34
https://www.youtube.com/watch?v=LZTMwaNAMuU,85 views,"Jul 24, 2020",[],9,0
